,Date,Location,Deaths,Injuries,Description,Suspects Deaths,Suspects Injuries,Total,dt,City,State,Location_,loc,loc_name,loc_coords,lat,long,Month,Year,Day
161,"January 20, 1983","St. Louis County, Missouri",2,1,"Eighth grade Parkway South Middle School 14-year-old student David F. Lawler sitting in study hall classroom of 28 students opened fire, killing Randall Koger, and injuring Greg Saffo. Lawler then took his own life.[151][190]|-",3,0,3,1983-01-20,St. Louis County,Missouri,"St. Louis County, Missouri","Saint Louis County, Missouri, USA","Saint Louis County, Missouri, USA","(38.6398744, -90.5188127750124)",38.6398744,-90.5188127750124,1,1983,20
162,"May 16, 1983","Dallas, Texas",1,0,"Billy Conn Gardner, a friend of a food service worker's husband, robbed the Lake Highlands High School cafeteria manager at gun point as she was counting day's revenue in the office. Gardner shot her and took $1,600. Gardner was subsequently sentenced to death for the crime and was executed by lethal injection on February 16, 1995.[195]",0,0,1,1983-05-16,Dallas,Texas,"Dallas, Texas","Dallas, Dallas County, Texas, United States of America","Dallas, Dallas County, Texas, United States of America","(32.7762719, -96.7968559)",32.7762719,-96.7968559,5,1983,16
163,"December 2, 1983","Crawfordsville, Indiana",0,1,"17-year-old Calvin Dowell, was shot during a senior economics class at Crawfordsville High School by fellow student, 17-year old Grant Carey, in a dispute over a girl. The case was waived to adult court and Grant was sentenced to six years in prison. Dowell survived the shooting but was paralyzed.[196][197][198]",0,0,1,1983-12-02,Crawfordsville,Indiana,"Crawfordsville, Indiana","Crawfordsville, Montgomery County, Indiana, 47933, USA","Crawfordsville, Montgomery County, Indiana, 47933, USA","(40.0401991, -86.8990249)",40.0401991,-86.8990249,12,1983,2
164,"February 24, 1984","Los Angeles, California",3,12,Tyrone Mitchell killed two people and wounded twelve others when shooting at students leaving 49th Street Elementary School. He then committed suicide.[151],3,0,15,1984-02-24,Los Angeles,California,"Los Angeles, California","LA, Los Angeles County, California, United States of America","LA, Los Angeles County, California, United States of America","(34.0536909, -118.2427666)",34.0536909,-118.2427666,2,1984,24
165,"April 20, 1984","Detroit, Michigan",1,0,"13-year-old Kelly Crittendon, was accidentally killed by two classmates in a classroom at the Precious Blood School.[199]",0,0,1,1984-04-20,Detroit,Michigan,"Detroit, Michigan","Detroit, Wayne County, Michigan, USA","Detroit, Wayne County, Michigan, USA","(42.3315509, -83.0466403)",42.3315509,-83.0466403,4,1984,20
166,"May 17, 1984","Pleasant Hill, Iowa",2,0,"17-year-old student, Todd Dunahoo, killed 16-year-old Valerie Rockafellow in the hallway at Southeast Polk High School, then turned the gun on himself.[200]",3,0,2,1984-05-17,Pleasant Hill,Iowa,"Pleasant Hill, Iowa","Pleasant Hill, Polk County, Iowa, 50327, USA","Pleasant Hill, Polk County, Iowa, 50327, USA","(41.5964843, -93.5148963)",41.5964843,-93.5148963,5,1984,17
167,"September 28, 1984","North Richland Hills, Texas",0,1,"1981 alumnus Barry Wayne Shaw returned to his alma mater Richland High School carrying a 9mm Uzi submachine gun, an AR-15 strapped across his neck and a .45-caliber pistol in a shoulder harness looking for Ms. Ball, his English teacher. Ms. Ball's classroom had recently moved across the campus, something Barry didn't know at the time. He ran across the roof and jumped down into the courtyard before entering the building and starting his search. After some time, he finally gave up the hunt, yelled out ""Homecoming, homecoming,"" and sprayed the school's foyer with 30 rounds of ammunition. His bullets struck windows and the ceiling, but none of the dozen or so students who were also in the foyer at the time. However, a male student was injured by flying debris. Principal Ray Williams arrived after Barry had fired his last shot to confront him. Barry threw both rifles at Ray, saying ""I did it."" Ray had Barry sit down and wait for the police while he inspected his students for injuries. Barry offered no resistance. He was wearing a white T-shirt under a khaki-colored vest with flap pockets, blue jeans and cowboy boots when he was arrested. Over the weekend, it was discovered that Barry had killed Dallas karate instructor Jimmy Glen Wilson and wounded Rudy Smedley earlier in the week with the submachine gun. He was charged with two counts of intent to commit murder, one count of retaliation and one count of murder.[201]",0,0,1,1984-09-28,North Richland Hills,Texas,"North Richland Hills, Texas","North Richland Hills, Tarrant County, Texas, USA","North Richland Hills, Tarrant County, Texas, USA","(32.8342952, -97.2289029)",32.8342952,-97.2289029,9,1984,28
168,"October 24, 1984","Celina, Ohio",1,0,"45-year-old Shirley Shindeldecker, killed school bus driver 54-year-old Gene Green, as he stopped to pick up the son of Shindeldecker's estranged husband. After serving nineteen months of her sentence, Shindeldecker was found not guilty by reason of insanity, and released.[202]",0,0,1,1984-10-24,Celina,Ohio,"Celina, Ohio","Celina, Mercer County, Ohio, USA","Celina, Mercer County, Ohio, USA","(40.5489358, -84.5702338)",40.5489358,-84.5702338,10,1984,24
169,"January 21, 1985","Goddard, Kansas",1,3,"Armed with a rifle and a handgun, 14-year-old James Alan Kearbey, killed principal, James McGee, and wounded two teachers and a student at Goddard Junior High School.[151][190][203] Kearbey was paroled in 2003.[204]",0,0,4,1985-01-21,Goddard,Kansas,"Goddard, Kansas","Goddard, Sedgwick County, Kansas, 67052, USA","Goddard, Sedgwick County, Kansas, 67052, USA","(37.6597363, -97.5753256)",37.6597363,-97.5753256,1,1985,21
170,"October 18, 1985","Detroit, Michigan",0,6,"Murray-Wright High School shooting: During half-time of the homecoming football game between Northwestern and Murray-Wright high schools, a youth opened fire with a shotgun, injuring six students with whom he had fought earlier in the day.[205]",0,0,6,1985-10-18,Detroit,Michigan,"Detroit, Michigan","Detroit, Wayne County, Michigan, USA","Detroit, Wayne County, Michigan, USA","(42.3315509, -83.0466403)",42.3315509,-83.0466403,10,1985,18
171,"November 26, 1985","Spanaway, Washington",3,0,"14-year-old Heather Smith, killed 15-year-old Gordon Pickett, who was her ex-boyfriend, and 14-year-old Christopher Ricco, in the gymnasium at Spanaway Junior High School. She later took her own life.[206]",3,0,3,1985-11-26,Spanaway,Washington,"Spanaway, Washington","Spanaway, Pierce County, Washington, USA","Spanaway, Pierce County, Washington, USA","(47.0979462, -122.4243422)",47.0979462,-122.4243422,11,1985,26
172,"December 3, 1985","Concord, New Hampshire",1,0,"At Concord High School, Louis Cartier, a 16-year-old dropout, entered the school with a shotgun and took students hostage, 18-year-old Patrick Lena Lena and 16-year-old Scott Hayes. Responding police officers fatally shot him after he aimed at football coach, Don LeBrun.[207][208]",3,0,1,1985-12-03,Concord,New Hampshire,"Concord, New Hampshire","Concord, Merrimack County, New Hampshire, USA","Concord, Merrimack County, New Hampshire, USA","(43.207178, -71.537476)",43.207178,-71.537476,12,1985,3
173,"December 10, 1985","Portland, Connecticut",1,2,"After being suspended for refusing to take off his hat while at school, 13-year-old student Floyd Warmsley pulled out a firearm at Portland Junior High School, shooting and wounding the 53-year-old school secretary Lynn Haddad, and killing 36-year-old janitor David Bangston.[209][210]",0,0,3,1985-12-10,Portland,Connecticut,"Portland, Connecticut","Portland, Middlesex County, Connecticut, 06459-0069, USA","Portland, Middlesex County, Connecticut, 06459-0069, USA","(41.5728924, -72.6406905)",41.5728924,-72.6406905,12,1985,10
174,"March 6, 1986","Dolton, Illinois",0,1,"At about 9:40 a.m., as 52-year-old math teacher Norma Cooper's third-period algebra class was beginning in a second-floor classroom in the C Building at Thornridge High School, she was shot in the shoulder by a freshman student, with a large-caliber handgun, registered to the youth's father, a security guard. He is charged with attempted murder, unlawful use of a weapon and aggravated battery. The freshman, a resident of Harvey, was enrolled in the class and apparently had recently received poor grades.[211]",0,0,1,1986-03-06,Dolton,Illinois,"Dolton, Illinois","Dolton, Cook County, Illinois, 60419, USA","Dolton, Cook County, Illinois, 60419, USA","(41.6389236, -87.607268)",41.6389236,-87.607268,3,1986,6
175,"April 29, 1986","Senath, Missouri",1,0,"A new student, 16-year-old Ritchie Overman, killed studious 15-year-old Leslie Lynn Wyatt, using a 20-gauge shotgun, in front of twenty-six ""totally horrified"" science class students and teacher Sheila Adams, at Senath-Hornersville High School.[212][213]",0,0,1,1986-04-29,Senath,Missouri,"Senath, Missouri","Senath, Dunklin County, Missouri, 63876, USA","Senath, Dunklin County, Missouri, 63876, USA","(36.1342336, -90.1598183)",36.1342336,-90.1598183,4,1986,29
176,"May 9, 1986","Fayetteville, North Carolina",0,3,A 17-year-old student shot three classmates at Pine Forest High School with a .25-caliber handgun wounding them. One student was critically injured and treated for a neck wound.[214],0,0,3,1986-05-09,Fayetteville,North Carolina,"Fayetteville, North Carolina","Fayetteville, Cumberland County, North Carolina, USA","Fayetteville, Cumberland County, North Carolina, USA","(35.0525759, -78.878292)",35.0525759,-78.878292,5,1986,9
177,"May 16, 1986","Cokeville, Wyoming",2,74,"Cokeville Elementary School hostage crisis: 43-year-old former town marshal David Young, and his 47-year-old wife, Doris Young, took 136 children and eighteen adults hostage at Cokeville Elementary School. Doris Young accidentally detonated a bomb she was carrying during the standoff, injuring herself and 73 others. David Young then shot and killed Doris, shot and wounded a teacher, and then committed suicide.[151][215][216]",2,4,76,1986-05-16,Cokeville,Wyoming,"Cokeville, Wyoming","Cokeville, Lincoln County, Wyoming, USA","Cokeville, Lincoln County, Wyoming, USA","(42.082417, -110.955227)",42.082417,-110.955227,5,1986,16
178,"December 4, 1986","Lewistown, Montana",1,3,"14-year-old Kristofer Hans intended to shoot his French teacher at Fergus High School, for a failing grade. Instead, Henrietta Smith, who was substituting for LaVonne Simonfy, was shot in the face and died.[217] Hans fired several other shots as he fled, wounding vice principal John Moffatt,[218] and two students.[169] He then ran about a mile to his home, where he was arrested after the police surrounded his house. A classmate said Hans had repeatedly threatened to kill Ms. Simonfy, saying, ""I'm going to blow Simonfy's head off.""[219] He was charged as an adult, convicted and sentenced to 206 years in prison.[151][220]",0,0,4,1986-12-04,Lewistown,Montana,"Lewistown, Montana","Lewistown, Fergus County, Montana, 59457, USA","Lewistown, Fergus County, Montana, 59457, USA","(47.062473, -109.428238)",47.062473,-109.428238,12,1986,4
179,"February 4, 1987","Northridge, California",2,0,"35-year-old associate professor of Computer Science Djamshid (Amir) Asgari was confronted in the Engineering Building of California State University, Northridge by 25-year-old graduate student Fawwaz Abdin. Abdin was angry about a low grade Asgari had given him a year earlier, which caused him to be put on academic probation. After Asgari refused to change his grade, Abdin shot him twice, then himself. Asgari later died at the Northridge Hospital.[221]",3,0,2,1987-02-04,Northridge,California,"Northridge, California","Northridge, LA, Los Angeles County, California, USA","Northridge, LA, Los Angeles County, California, USA","(34.2285918, -118.5369316)",34.2285918,-118.5369316,2,1987,4
180,"March 2, 1987","De Kalb, Missouri",2,0,"After constant teasing about his weight, 12-year-old honors student Nathan Ferris killed a 13-year-old classmate, Timothy Perrin, then turned the gun on himself.[151][190][222]",3,0,2,1987-03-02,De Kalb,Missouri,"De Kalb, Missouri","De Kalb, Buchanan County, Missouri, USA","De Kalb, Buchanan County, Missouri, USA","(39.5869398, -94.9252426)",39.5869398,-94.9252426,3,1987,2
181,"April 16, 1987","Detroit, Michigan",1,2,"Murray-Wright High School second shooting: A ninth-grade student at Murray-Wright High School killed 17-year-old Chester Jackson, a student athlete, and wounded 17-year-old Damon Matthews, and 18-year-old Tomeka Turner.[223]",0,0,3,1987-04-16,Detroit,Michigan,"Detroit, Michigan","Detroit, Wayne County, Michigan, USA","Detroit, Wayne County, Michigan, USA","(42.3315509, -83.0466403)",42.3315509,-83.0466403,4,1987,16
182,"September 28, 1987","Lansing, Illinois",0,1,"After being kicked off the soccer team for smoking on school grounds, 16-year-old student Blake Docter, of Illiana Christian High School wounded 44-year-old John Hoogewerf in the chest, the teacher who had reported him for smoking.[224]",0,0,1,1987-09-28,Lansing,Illinois,"Lansing, Illinois","Lansing, Cook County, Illinois, 60438, USA","Lansing, Cook County, Illinois, 60438, USA","(41.5662245, -87.5381569)",41.5662245,-87.5381569,9,1987,28
183,"February 11, 1988","Largo, Florida",1,2,"Pinellas Park High shooting: 15-year-old students, Jason Harless and Jason McCoy, took stolen .38-caliber revolvers to Pinellas Park High School. Harless shot two assistant principals and a student-teacher inside the school's cafeteria. 53-year-old Richard Allen died from his injuries, Nancy Blackwelder and intern Joseph Bloznalis were wounded.[151][190][225]",0,0,3,1988-02-11,Largo,Florida,"Largo, Florida","Largo, Pinellas County, Florida, USA","Largo, Pinellas County, Florida, USA","(27.9094665, -82.7873244)",27.9094665,-82.7873244,2,1988,11
